blahoslav,kouril,2,12,1934,39000
ctirad,havranek,6,11,1980,18000
premysl,pelc,1,4,1987,60000
florian,cejka,23,3,1997,39000
dalimil,neumann,11,10,1992,8000
pravoslav,novy,26,2,1981,11000
robert,moravek,3,9,1975,64000
lubos,docekal,26,7,1947,35000
alexej,michalek,7,6,1931,12000
blahoslav,hendrych,31,12,1958,93000
matous,hron,6,5,1931,95000
libor,slama,25,10,1976,77000
matej,spacek,31,5,1961,37000
bohumir,synek,4,4,1975,50000
herman,kubes,29,12,1944,86000
rajmund,kohoutek,10,10,1975,6000
norbert,kaplan,16,6,1975,93000
kazimir,zlamal,31,7,1960,40000
rudolf,tomanek,29,5,1975,13000
lumir,malina,5,11,1939,37000
bohumir,kroupa,7,5,1933,69000
marek,brejcha,28,1,1933,24000
anastaz,divis,24,12,1981,48000
ambroz,pelc,2,8,2003,18000
vavrinec,stary,20,8,1979,65000
vincenc,lacko,18,4,1943,31000
alexej,sima,26,12,1999,13000
robert,parizek,15,1,1950,56000
ludvik,tomas,21,1,1953,59000
kristian,vrabec,26,4,1936,82000
premysl,spacil,30,8,1983,3000
metodej,vecera,22,4,1964,57000
vitezslav,pospisil,31,6,1986,87000
silvestr,pekar,30,12,1965,19000
honza,barton,12,6,1956,77000
evzen,vasek,10,2,1980,74000
libor,vanicek,24,5,1948,60000
robin,kvasnicka,14,1,1934,47000
benedikt,simunek,3,8,1997,59000
radim,slechta,30,3,1957,57000
bohumir,stastny,13,5,1962,10000
ferdinand,kral,9,4,1998,60000
otmar,tomecek,22,12,1935,53000
gregor,stransky,11,1,1993,73000
zdenek,skrivanek,12,1,1976,65000
hubert,rysavy,18,10,1957,45000
jeronym,hubacek,20,11,1970,60000
matej,merta,27,5,1946,41000
honza,krupicka,17,8,1987,11000
libor,prokop,17,7,1941,50000
ferdinand,matula,31,2,1962,66000
ambroz,ferko,23,12,1991,80000
vladislav,stepanek,12,7,1944,57000
norbert,holy,23,5,1938,39000
hubert,zapletal,25,11,1996,43000
hanus,tichy,31,6,2001,0
andrej,vojtisek,8,1,1959,7000
medard,smetana,18,9,1990,3000
roman,vanek,14,5,1953,8000
ctirad,burian,28,1,1989,70000
ambroz,kantor,11,4,1996,87000
miroslav,maly,11,5,1931,40000
horymir,polak,17,3,1948,79000
patrik,horak,9,9,1984,54000
cestmir,havelka,8,8,1966,14000
radoslav,svoboda,29,1,1981,87000
pravoslav,straka,18,3,1960,49000
matous,cernoch,31,12,1992,40000
milad,dobrovolny,10,6,1985,59000
ferdinand,klein,21,2,1952,8000
zbynek,vancura,28,1,1944,83000
otmar,prokes,22,10,1942,38000
vnislav,volf,29,6,1953,73000
alexandr,kostka,18,12,1949,74000
zdenek,capek,1,10,1937,70000
david,beran,8,5,1999,53000
premysl,brejcha,3,1,1976,61000
mikulas,cisar,20,12,1978,59000
dionysius,herman,2,1,1947,53000
matej,dusek,19,8,1959,64000
ales,kohout,4,6,1989,57000
ambroz,koudelka,1,7,1979,7000
ferdinand,urbanek,10,11,1952,60000
vladislav,stuchlik,15,4,1935,25000
dzamil,sramek,23,11,1994,50000
radovan,slezak,2,9,1943,0
tomas,albrecht,14,9,1931,77000
richard,kuchar,30,2,1955,7000
nicolas,macek,19,9,2004,23000
leos,zizka,27,5,1954,53000
sobeslav,zapletal,25,6,1939,44000
radim,mach,29,1,2002,21000
mojmir,matula,5,9,1955,77000
jiri,schejbal,9,1,1957,18000
hanus,dobrovolny,5,1,1982,45000
poncian,petru,12,3,1999,93000
rudolf,zikmund,5,1,1941,39000
sava,valenta,23,7,1937,39000
poncian,beranek,11,2,1986,96000
rudolf,kralik,15,5,1996,64000
zbynek,cejka,11,9,1959,77000
borivoj,pribyl,6,7,2000,74000
filip,ruzicka,4,6,1941,37000
lubomir,hampl,7,1,1989,76000
tibor,rezek,23,6,1951,89000
herman,andel,4,7,1948,71000
vavrinec,bednarik,14,10,1990,72000
sava,pilar,26,5,1998,10000
premysl,janousek,24,11,2003,25000
robert,majer,15,10,1932,40000
kazimir,slovak,12,4,1959,77000
pribyslav,bednarik,27,3,1994,19000
zbysek,pekarek,15,3,1988,53000
leopold,kostka,21,2,1988,40000
rajmund,demeter,10,11,2000,5000
evzen,jirasek,5,5,1985,66000
radovan,vasicek,22,2,2001,25000
oleg,schwarz,23,6,1933,11000
sava,pavlu,2,11,1935,59000
lubor,spacek,8,2,1932,67000
roman,lorenc,17,2,1965,48000
rudolf,moravek,26,4,1945,14000
lubomir,pecha,4,6,1937,28000
robert,janacek,21,3,1990,92000
dalimil,jerabek,3,8,1979,23000
dominik,miko,9,6,1989,82000
jeronym,dobias,1,5,1991,16000
ludvik,tomecek,7,7,1990,78000
tomas,ferenc,31,4,1996,18000
ambroz,strouhal,10,11,1979,14000
cestmir,cerny,21,3,1982,36000
cyril,stransky,9,12,1957,67000
patrik,urbanek,16,10,1981,90000
horymir,schneider,25,1,2000,48000
ctislav,pelikan,15,4,1949,34000
tonda,havranek,6,2,2003,60000
mojmir,cizek,28,7,1943,37000
arnost,havlicek,28,1,1934,58000
milos,trcka,31,11,2003,39000
otmar,stepanek,19,4,1949,85000
petr,cerveny,10,1,1944,33000
pravoslav,forman,11,7,1957,26000
ferdinand,jirak,14,11,1938,67000
vit,holik,25,8,1934,1000
gregor,hanus,31,1,1940,45000
robin,suchy,23,8,1933,64000
dionysius,kaplan,29,4,1989,80000
radovan,sedlacek,21,1,1943,69000
radomir,strnad,13,5,1937,40000
hyacint,pesta,31,7,1995,64000
metodej,rehak,28,2,1953,49000
svatoslav,pasek,29,6,1979,37000
patrik,hudecek,24,2,1942,33000
honza,beran,1,1,1960,60000
poncian,verner,17,1,1971,74000
hyacint,stransky,26,9,1991,69000
zdenek,stefan,8,5,1944,66000
svatoslav,dusek,16,10,1958,3000
rudolf,lang,1,8,1977,25000
anastaz,prazak,6,1,1942,98000
jeronym,hejduk,26,7,1939,23000
poncian,havlik,21,10,1961,35000
mikulas,kupka,14,12,1976,25000
mojmir,homola,9,8,1991,14000
stanislav,bily,13,2,1956,96000
dionysius,svejda,28,2,2002,44000
daniel,neubauer,14,1,1989,57000
kristian,havlicek,9,8,1976,6000
dusan,rudolf,23,7,1932,18000
artur,zavadil,13,4,1987,81000
svatoslav,prokes,27,11,1995,19000
dionysius,hynek,1,12,1946,60000
roman,cihlar,23,10,1946,4000
oleg,klement,8,1,2004,78000
matej,balcar,24,7,1957,82000
poncian,strouhal,21,9,1963,11000
adrian,petru,30,7,1939,77000
honza,kaspar,21,2,1942,81000
alexej,safar,9,1,1976,93000
vladimir,spacek,10,3,1953,85000
bronislav,stefek,19,8,1939,49000
poncian,siska,5,7,1931,48000
robin,vodicka,6,1,2002,49000
sebastian,kulhanek,10,9,1951,85000
jeronym,smolik,4,6,1961,54000
teodor,dvoracek,22,1,1969,44000
lubomir,karasek,4,5,1944,44000
marek,sova,11,2,1982,6000
premysl,nagy,6,9,1997,32000
vilem,bednar,4,4,1991,20000
radovan,kralik,16,2,2001,54000
blahoslav,zlamal,31,7,1931,76000
evzen,zajic,24,5,1954,3000
hyacint,muzik,29,5,1980,50000
miroslav,pelc,7,2,1999,25000
radim,polacek,5,6,1987,64000
boris,mucha,24,6,1977,13000
otmar,seidl,20,2,1983,4000
dionysius,cervenak,13,1,1959,55000
robert,pokorny,14,4,1979,95000
emil,mika,1,5,1972,20000
slavoj,miko,7,2,1956,33000
dionysius,fiser,13,3,2002,35000
leopold,dobias,22,6,1995,56000
jiri,petru,15,1,1955,57000
kristian,panek,5,1,1955,39000
nicolas,tomecek,11,6,1953,64000
sava,hrdina,12,12,1965,96000
vit,micka,25,2,1974,56000
benedikt,fiedler,19,6,1932,66000
evzen,zak,22,6,1995,100000
miroslav,zizka,11,2,1983,5000
tibor,sustr,23,5,1933,38000
vladimir,dostal,27,6,1993,56000
norbert,jancik,20,10,1936,85000
ferdinand,tesar,26,2,1972,28000
veroslav,kohoutek,17,10,1957,99000
jiri,cerveny,23,6,1950,64000
lev,fiala,4,9,1949,27000
vit,stepanek,22,5,1956,11000
robert,melichar,26,9,1944,43000
tibor,homola,19,10,1953,39000
rajmund,krejci,20,3,1957,18000
bohuslav,matula,18,1,1975,82000
filip,conka,15,1,2003,11000
gregor,dufek,26,4,1959,77000
jaroslav,hubacek,22,11,1958,60000
herman,gabriel,6,11,1975,66000
lubomir,kohout,13,11,1937,88000
dzamil,safranek,2,11,1994,94000
daniel,kral,19,2,1950,70000
sava,vejvoda,13,7,1987,57000
radovan,smetana,8,4,1945,44000
richard,liska,1,4,1954,64000
poncian,prusa,2,1,1977,13000
patrik,kovarik,22,10,1978,18000
honza,andrle,4,4,1979,19000
ivo,safar,12,10,1933,53000
vavrinec,sustr,2,1,1945,8000
emanuel,ferenc,28,10,1955,55000
bruno,marek,31,8,1935,75000
gregor,franek,23,6,1935,50000
ctirad,klement,6,11,1940,98000
milan,bednarik,21,12,1945,5000
cestmir,hrncir,17,3,1998,42000
radomir,klein,25,8,1946,76000
robin,nguyen,15,5,1987,30000
borivoj,nedved,1,12,1950,69000
poncian,najman,16,5,1967,57000
milan,kotek,18,1,1939,88000
ludvik,vit,22,3,1976,45000
klement,plachy,9,6,1988,5000
vincenc,cizek,5,1,1962,95000
klement,nosek,9,10,1936,71000
blahoslav,vlcek,26,11,1958,85000
miroslav,bucek,19,1,1960,76000
robert,kupka,2,6,1965,53000
milad,dolezal,15,8,1993,69000
pribyslav,prchal,25,4,1937,96000
ondrej,sochor,15,3,1979,69000
evzen,jahoda,16,10,1982,48000
vlastimil,polak,11,5,1957,19000
julius,vanecek,27,1,1968,61000
lev,kohout,24,1,1998,19000
slavomir,albrecht,10,1,1982,56000
jaromir,spurny,28,5,1941,17000
lubomir,polacek,13,2,1978,6000
sebastian,pechacek,13,8,1963,83000
sebastian,malek,8,2,1951,26000
jan,najman,14,1,1993,63000
oto,hendrych,8,4,1996,24000
mojmir,vanecek,6,9,1963,36000
nicolas,tomas,4,11,1998,64000
tibor,coufal,13,2,1931,59000
vavrinec,bittner,26,12,1978,69000
veroslav,janecek,21,1,1999,4000
roman,herman,6,1,1948,78000
metodej,hanak,8,3,1968,18000
hyacint,neubauer,21,11,1944,18000
norbert,docekal,21,10,1992,74000
dalimil,horacek,26,8,1984,88000
kristian,janovsky,11,5,1998,50000
herman,teply,29,2,1982,55000
vlastislav,pospisil,30,8,1948,32000
emil,tesar,19,2,1936,77000
dalimil,hejda,23,12,1935,28000
kazimir,volf,16,1,1985,69000
benedikt,provaznik,21,7,1978,13000
leos,chaloupka,5,12,1931,7000
gregor,david,8,4,1992,7000
hanus,chvojka,3,1,1952,34000
ctirad,ulrich,21,8,1983,69000
matej,zak,19,8,1952,74000
poncian,smejkal,29,1,1991,88000
hubert,vala,12,1,1983,11000
dionysius,polak,28,12,1936,58000
anastaz,mucha,24,6,1934,39000
gregor,strouhal,24,1,1956,39000
dionysius,lukes,9,6,1976,13000
horymir,brychta,31,12,1955,26000
alexej,elias,6,7,1951,25000
vojtech,vala,16,9,1967,38000
svatoslav,svoboda,4,12,1995,40000
leos,mika,9,4,1952,53000
vladislav,smola,29,2,1969,39000
mojmir,matous,30,10,1968,98000
radim,stefek,29,9,1946,40000
bohuslav,safranek,2,7,1994,13000
vojtech,hornak,5,4,1938,54000
svatoslav,volny,18,11,1967,38000
roman,junek,22,4,1988,26000
mojmir,marsik,30,11,1999,30000
patrik,janecek,28,3,1967,38000
lubos,marik,18,5,1965,14000
vincenc,krcmar,27,11,1942,82000
richard,smid,14,9,1973,71000
lubos,zaruba,8,9,1977,84000
borivoj,ferenc,11,11,1997,11000
vitezslav,studeny,2,7,1946,60000
sava,hlavacek,13,7,1978,74000
robert,vlach,18,1,1992,30000
andrej,cech,4,7,1976,30000
emanuel,cerny,1,6,1957,3000
adrian,malek,4,1,1939,86000
erik,duda,1,12,1962,85000
kristian,vojtisek,12,6,1942,20000
kazimir,prchal,1,11,1945,80000
alexej,cihak,24,9,1973,39000
vnislav,hanus,3,11,1976,8000
bohuslav,prokes,8,8,1991,59000
rene,prochazka,22,7,1930,19000
libor,hrbek,8,9,2004,31000
otmar,smola,23,8,1954,72000
artur,rehor,26,5,1995,45000
jiri,louda,17,5,1951,76000
sava,vaclavik,19,10,2000,90000
otmar,hampl,23,6,1965,16000
dionysius,dokoupil,13,1,1974,44000
leopold,kukla,20,8,1989,58000
miroslav,hajny,27,2,1974,100000
jaroslav,tesar,30,10,1937,16000
zdenek,mikula,9,11,1972,93000
vlastislav,polivka,25,4,1975,58000
boris,jakubec,25,4,1974,98000
ambroz,kouba,27,8,1932,85000
rajmund,andrle,19,1,1988,79000
metodej,svatos,7,12,1950,40000
bruno,junek,2,8,1986,54000
matous,hoffmann,29,11,1987,13000
ctislav,havlicek,8,5,1973,65000
ctirad,hlavac,14,6,1960,84000
vlastislav,sima,15,11,1981,75000
ferdinand,cibulka,12,3,1944,49000
metodej,zboril,14,11,1994,24000
radim,polasek,18,2,1990,61000
roman,blaha,11,2,1983,59000
hanus,zatloukal,25,8,1938,93000
venceslav,medek,17,12,1930,25000
ambroz,matous,2,10,1958,92000
julius,sedlacek,28,11,1984,88000
alexandr,kubat,24,11,1999,11000
zbynek,moravek,24,9,1958,11000
tibor,petras,3,6,1984,45000
rene,buchta,15,6,1955,82000
nicolo,pecka,17,5,1948,40000
emanuel,miko,19,2,1930,59000
emanuel,muller,1,7,1950,44000
vitezslav,tomecek,7,11,1984,85000
vavrinec,kouba,1,1,1982,53000
libor,rehak,21,1,1934,43000
gregor,karlik,1,12,1960,83000
libor,klima,29,3,1989,100000
nicolo,vana,29,4,1983,61000
emil,soukup,25,2,1930,11000
dzamil,strnad,22,11,1965,73000
cestmir,ryba,23,3,1992,66000
zbynek,drabek,12,8,1995,59000
ludvik,dolejsi,28,2,1992,38000
svatoslav,kohout,25,10,1973,26000
daniel,dolejs,8,5,1985,5000
milad,smid,3,11,1961,25000
mojmir,machala,6,2,2003,3000
hanus,toth,22,8,1961,85000
zdenek,klimes,14,1,1982,94000
cestmir,mikes,20,4,1999,50000
sava,hladik,8,9,1954,32000
dzamil,machu,25,7,1961,31000
ivo,solc,12,4,1933,38000
horymir,kalina,24,1,1954,55000
nicolo,kasparek,26,8,1989,72000
tonda,tesar,7,1,1987,99000
bronislav,pavel,16,10,1955,3000
radovan,sindelar,17,3,1950,49000
evzen,muller,10,6,1973,40000
vnislav,zizka,30,7,1980,94000
slavoj,sikora,1,8,1968,70000
vladislav,vana,28,8,1981,4000
zbynek,tomecek,30,1,2000,38000
pribyslav,teply,7,10,1954,49000
albert,kaspar,27,1,1958,93000
otmar,vyskocil,18,6,1936,17000
oliver,slaby,8,8,1991,94000
svatoslav,seidl,24,7,1949,47000
bohdan,rudolf,15,1,1996,29000
vladimir,bohm,1,1,1999,38000
bronislav,hradil,13,10,1984,95000
radovan,kantor,5,3,1983,25000
silvestr,foltyn,11,1,1989,60000
poncian,burda,8,11,1972,86000
sebastian,nemec,29,4,1952,48000
roman,kopecky,19,5,1976,59000
nicolas,triska,10,8,1935,24000
ctirad,mika,3,10,1957,82000
roland,patek,8,12,1933,27000
zdenek,kucera,24,1,1987,54000
veroslav,vecera,22,5,1952,39000
poncian,mikula,15,12,1957,83000
benedikt,andel,16,6,1950,66000
vincenc,horacek,1,8,1962,69000
poncian,slavicek,7,11,1988,36000
premysl,zatloukal,9,1,1942,37000
ales,toth,8,8,1944,61000
bohumir,krivanek,22,1,1946,90000
ferdinand,simecek,26,8,1969,86000
ondrej,toth,17,6,1995,40000
zikmund,bradac,19,6,1996,44000
petr,pechacek,26,2,1939,57000
vladislav,barton,12,5,1971,3000
jaromir,suk,16,11,1999,26000
klement,valasek,1,3,1964,55000
borek,petr,7,9,1931,56000
bronislav,jirasek,2,8,1937,71000
benedikt,maly,8,10,1957,77000
ctirad,cervinka,30,3,1950,70000
richard,koubek,16,1,2004,82000
norbert,homola,7,3,1951,40000
daniel,hladik,10,12,1936,8000
lubor,tucek,20,7,1982,60000
cyprian,kudrna,18,2,1943,25000
vavrinec,duda,17,1,1985,21000
artur,kratky,17,10,1936,25000
dionysius,hradil,4,11,1989,40000
lev,sivak,26,8,1990,12000
honza,pribyl,19,11,1964,44000
emanuel,kubes,11,1,1999,20000
cyprian,samek,17,8,1980,39000
florian,vaculik,8,2,1993,13000
oleg,kvasnicka,26,1,1958,78000
robert,neubauer,1,5,1932,26000
dominik,jerabek,8,10,1950,84000
bohuslav,machalek,1,2,1949,95000
rajmund,dudek,9,10,1944,79000
horymir,sokol,15,4,1971,11000
oliver,lukes,21,1,1965,78000
boris,janu,2,5,1983,77000
otmar,vit,31,9,1968,39000
radoslav,plachy,7,12,1963,25000
vavrinec,novy,27,11,1993,27000
detrich,ptacek,11,1,1934,70000
inocenc,husak,22,1,1964,72000
pravoslav,bobek,27,1,1959,30000
metodej,jancik,17,1,1942,43000
zbynek,kindl,23,1,1972,55000
ctislav,dusek,2,2,1986,39000
cyril,kocian,14,3,1962,58000
bronislav,david,6,12,1978,70000
kristian,franek,9,4,1940,53000
hanus,slechta,23,6,1969,19000
ferdinand,vagner,26,5,1955,44000
mojmir,vanecek,26,11,1953,49000
milad,holub,7,11,1949,13000
veroslav,javurek,10,6,1969,84000
otmar,kaderabek,29,1,1944,72000
lubos,kuba,1,5,1942,1000
nicolas,pokorny,28,3,1935,55000
vilem,zaruba,7,1,1946,26000
libor,sima,17,4,1992,96000
erik,toth,3,4,1998,60000
otmar,kopecky,1,5,1974,38000
leopold,svoboda,16,1,2001,45000
robert,soukup,10,1,1950,44000
horymir,holec,31,6,2000,25000
sava,janku,24,10,1941,71000
dusan,mucha,25,9,1998,4000
bohdan,vanecek,19,12,1960,33000
jiri,kouril,25,1,2001,10000
robert,janu,23,9,1962,88000
robert,safarik,25,2,2001,49000
ludvik,cervenak,20,12,1996,57000
hubert,rada,1,1,1973,97000
david,hoffmann,15,7,1960,38000
benedikt,ziga,14,12,1957,64000
tibor,hoffmann,17,1,1986,62000
stepan,hlousek,5,6,1934,88000
blahoslav,stepanek,16,1,1946,56000
zbysek,lacko,30,8,1943,17000
ferdinand,hrncir,11,9,1982,56000
medard,lukas,24,9,1956,5000
kristian,janu,20,5,1989,63000
zdenek,cejka,4,5,1940,11000
sava,hruza,17,11,1986,18000
dominik,zika,26,2,1941,73000
kristian,mikes,13,10,1979,43000
kazimir,panek,13,10,2000,59000
radim,polivka,26,11,1960,24000
sava,skalicky,8,12,1984,27000
matous,dockal,19,2,1941,44000
ambroz,skrivanek,10,7,1947,19000
matous,cervinka,10,7,1984,93000
gregor,volny,19,6,1993,73000
ambroz,zavadil,25,7,1943,38000
ferdinand,vavra,19,12,2004,31000
ondrej,kohoutek,17,4,1988,31000
miroslav,sokol,17,3,1961,98000
radim,barta,11,7,1997,12000
premysl,holecek,4,7,1951,59000
boleslav,foltyn,9,4,1965,39000
otmar,sustr,2,7,1954,6000
sava,bradac,28,8,1947,94000
veroslav,kovar,28,7,1956,32000
adam,lang,2,7,1998,81000
matej,richter,10,1,1984,70000
lubos,zaruba,10,5,1991,59000
robert,kotek,19,7,1979,64000
horymir,vasek,15,11,1996,1000
anastaz,cervenka,25,9,1932,19000
robert,bartos,16,6,1999,61000
richard,kysela,25,11,1973,69000
boleslav,holik,16,9,1958,10000
borek,kubat,4,10,1991,69000
dusan,hradecky,28,2,1983,89000
kristian,chmelik,1,6,1939,44000
tibor,polacek,29,11,2002,53000
pribyslav,divis,8,11,1964,66000
poncian,brazda,12,8,1941,53000
ctirad,volny,22,9,1957,82000
sava,sobotka,15,1,1943,38000
robin,sochor,30,1,1960,30000
robert,kozel,31,2,1981,24000
radovan,soukup,24,12,2004,25000
robert,rak,16,12,1948,70000
lumir,pavel,24,1,2001,71000
ferdinand,beran,10,10,2003,97000
miroslav,bouska,1,2,1931,57000
filip,dvoracek,8,2,1965,94000
oto,zeman,21,8,2003,66000
sebastian,skacel,4,1,1959,69000
premysl,bouska,16,5,2000,31000
dzamil,petrak,22,2,1959,25000
petr,machu,31,7,1983,43000
veroslav,soucek,12,3,1958,14000
norbert,brychta,23,1,1952,8000
zdenek,novacek,9,12,1963,6000
sebastian,havlicek,21,7,1944,43000
mojmir,rehor,9,12,1933,40000
nicolas,veverka,23,1,1961,4000
slavoj,brezina,13,8,1946,66000
daniel,houska,25,4,1935,3000
zacharias,hendrych,15,11,2004,80000
bohdan,janousek,28,3,1981,79000
sebastian,klima,28,1,2003,53000
oleg,mlcoch,10,12,1990,37000
mikulas,klimes,27,1,1997,58000
tibor,hejl,24,11,2000,69000
vavrinec,ondracek,17,1,1956,58000
ambroz,blaha,6,1,1934,7000
slavoj,samek,14,11,1959,41000
borivoj,kubik,31,1,1977,64000
roman,sobotka,3,1,1964,60000
florian,fucik,12,4,1942,18000
cestmir,samek,22,12,1976,85000
vincenc,najman,19,3,1982,36000
kristian,hanak,3,3,1945,85000
milan,hartman,31,1,1975,76000
rajmund,kuba,19,9,1990,81000
alvin,soucek,10,10,1987,70000
andrej,fiser,19,1,1980,74000
poncian,machacek,22,8,1945,79000
adam,muller,26,1,1989,67000
borek,mucha,8,6,1934,98000
zdenek,matejka,20,6,1998,60000
oto,hlavaty,5,4,1943,10000
dalimil,popelka,31,6,1964,54000
mojmir,barta,28,4,1963,8000
premysl,tuma,25,2,1964,93000
tomas,hlousek,7,4,1967,19000
sava,marsik,18,9,2001,48000
lubomir,dobrovolny,5,1,1988,25000
dominik,starek,31,7,1979,4000
vavrinec,placek,1,6,1933,31000
otmar,stejskal,1,4,1971,8000
norbert,pribyl,26,12,1977,50000
nicolo,pospichal,9,4,1993,26000
bohdan,barta,26,4,1964,35000
nicolo,vybiral,18,2,1979,66000
dalimil,hrncir,25,4,1951,96000
otmar,broz,31,8,1968,53000
matous,kotlar,31,12,1940,26000
patrik,mika,23,9,1998,74000
ales,benes,1,12,1934,3000
david,sindler,10,8,1959,93000
roman,trojan,12,1,1970,95000
libor,marek,19,2,1986,96000
pribyslav,docekal,13,2,1975,25000
roman,ziga,11,1,1947,18000
zacharias,svejda,5,10,1978,39000
bohumir,fort,22,11,1964,27000
bruno,prochazka,29,12,2004,13000
poncian,barta,26,10,2000,89000
veroslav,vagner,15,4,1949,10000
premysl,veverka,5,5,1933,68000
anastaz,lorenc,14,2,2001,92000
robert,elias,19,12,1969,18000
matej,bilek,3,2,1967,70000
bohumir,homolka,9,11,1966,31000
ambroz,horejsi,11,5,1935,84000
ambroz,nemecek,9,5,1937,99000
ferdinand,korinek,27,6,1963,64000
oliver,husak,15,6,1993,23000
emanuel,soucek,8,3,1986,39000
daniel,spacek,26,12,1966,98000
tonda,kovarik,14,9,1967,83000
herman,jansa,1,2,1966,44000
artur,prokop,3,7,1961,90000
pribyslav,hajny,7,4,2001,39000
otmar,elias,18,3,1947,66000
adam,seidl,27,11,1982,63000
melichar,krejcik,5,11,1971,50000
patrik,komarek,16,6,1958,24000
poncian,suk,18,11,1976,38000
bartolomej,horacek,6,9,1975,38000
silvestr,beran,26,1,1987,68000
herman,kaplan,29,10,1948,93000
melichar,hron,24,2,1963,71000
cestmir,merta,6,7,1964,72000
venceslav,hradil,7,9,1972,3000
radovan,nemec,29,12,1943,1000
benedikt,klement,27,4,1999,100000
zavis,kulhanek,4,1,1971,19000
zbynek,prchal,22,1,1939,55000
jeronym,kubes,10,7,1943,39000
libor,martinec,8,4,1981,24000
gregor,marecek,3,1,1935,53000
dalimil,kopriva,28,10,1989,98000
emanuel,nguyen,10,5,1944,67000
vitezslav,smejkal,12,11,1971,65000
richard,neubauer,7,2,1994,78000
leopold,fencl,18,1,1951,34000
vincenc,liska,6,4,2004,87000
bruno,dlouhy,21,7,1983,44000
vladimir,linhart,25,3,1939,77000
ferdinand,safranek,31,2,1972,64000
cyril,sestak,3,2,1952,57000
milad,zatloukal,26,9,1982,81000
patrik,horvat,1,8,2003,76000
zikmund,orsag,9,10,1948,31000
borivoj,pesta,11,11,2000,57000
robert,skrivanek,28,10,1981,72000
vladimir,pavel,14,12,1996,47000
teodor,dobias,27,4,1953,44000
matous,toman,13,1,1959,92000
blahoslav,blazek,19,7,1966,20000
premysl,kratky,20,8,1942,25000
ctislav,jirak,9,9,1984,7000
dzamil,janousek,10,1,1931,50000
lubomir,kovarik,25,1,1984,50000
ambroz,miko,16,5,1958,49000
kristian,perina,6,4,1944,65000
dionysius,kuba,19,10,1985,59000
leopold,duda,19,9,1999,13000
alexej,polak,28,3,1960,40000
libor,sterba,28,8,1998,13000
dobroslav,kolacek,26,4,1975,77000
robert,micka,30,3,1965,75000
arnost,koukal,24,5,1982,68000
dionysius,sevcik,3,1,1996,41000
dzamil,zboril,9,1,1939,87000
zacharias,cibulka,30,6,1978,44000
cyril,marecek,20,1,1949,57000
david,prokes,14,9,1945,85000
blahoslav,neubauer,18,4,1956,87000
jiri,machalek,13,7,1966,93000
klement,vondracek,13,2,1988,85000
daniel,hajny,20,5,1985,92000
lubor,klein,6,3,1943,60000
zbysek,nagy,13,1,1986,18000
otmar,rezek,29,6,2003,40000
borek,solc,16,5,1938,55000
mojmir,vaclavik,8,11,1969,5000
ales,gajdos,10,4,2001,79000
vincenc,hornak,10,1,1968,59000
vavrinec,seidl,20,10,1998,53000
kazimir,formanek,28,2,1962,98000
emil,ziga,29,8,1988,67000
ludvik,sterba,29,10,1984,93000
richard,turek,5,2,1970,31000
hyacint,dobrovolny,21,1,1967,76000
herman,safarik,12,6,1937,79000
robert,kohout,11,5,1985,3000
gregor,moravek,8,1,1947,5000
zbysek,kasparek,30,1,1938,40000
mikulas,maly,6,7,1940,57000
dionysius,jonas,3,9,1947,32000
poncian,hradil,23,4,1991,83000
poncian,zika,3,2,1983,53000
kristian,triska,26,5,1931,69000
premysl,dufek,25,8,1982,53000
borek,machu,12,7,1999,44000
mojmir,klement,23,2,1979,92000
alvin,parizek,12,7,1934,33000
nicolas,machac,25,2,1939,70000
kazimir,kudlacek,9,5,1938,45000
ales,hradecky,24,6,1970,69000
adam,mach,5,3,2004,14000
mojmir,hrabal,28,1,1993,66000
otmar,panek,29,8,1983,31000
adrian,vrba,18,3,1986,59000
sava,zouhar,24,6,1999,67000
zbysek,skoda,13,4,1999,73000
borek,brychta,25,5,1950,25000
bronislav,dolezal,1,9,1995,18000
ferdinand,orsag,22,4,1969,79000
rajmund,barton,13,6,1951,29000
vit,jancik,28,10,1960,64000
horymir,zavadil,19,3,1952,18000
dionysius,mensik,9,3,1937,82000
jan,sindelar,1,12,2000,39000
vilem,suk,7,2,1996,98000
slavoj,peterka,20,8,1945,19000
bohumir,holub,11,8,1987,65000
otmar,kohout,14,8,1945,1000
pravoslav,zajicek,17,1,1953,13000
radovan,tomanek,16,7,1930,65000
sava,spurny,17,3,1962,63000
kristian,smejkal,7,9,1946,3000
pribyslav,pesek,18,8,1990,19000
david,jancik,10,12,1970,31000
otmar,sevcik,31,4,1999,16000
artur,krupicka,29,1,1984,69000
mojmir,janku,1,1,1945,64000
robert,provaznik,10,2,1935,1000
daniel,hanus,22,7,1993,83000
kristian,adamek,9,4,1960,38000
otmar,kovar,2,7,1975,66000
borek,schmidt,26,9,1993,8000
otmar,stuchlik,4,9,1948,28000
emil,schmidt,30,6,1960,18000
ales,stepan,11,11,1981,24000
leos,kopecky,28,1,1949,28000
otmar,medek,10,10,1954,25000
tonda,dvorsky,4,8,1933,76000
horymir,kocourek,28,9,1940,0
gustav,elias,1,1,2001,25000
poncian,nosek,16,1,1961,49000
borek,dudek,24,10,1977,5000
lubos,hlavac,18,2,1955,77000
robert,sochor,24,7,1969,11000
vavrinec,matuska,24,1,1972,19000
radomir,houdek,24,8,1947,23000
marek,hanzlik,11,7,1991,69000
tibor,broz,2,8,1962,18000
